algorithm,num_dim,1,2,3,4,5,6,7,8,9,10
NLSM,1,100,143,73,23,22,14,60,253,4280,32
NLSM,5,0,0,0,0,0,0,0,1,4999,0
RFQI,1,0,0,0,0,0,0,0,0,0,5000
RFQI,5,128,49,8,8,1,1,12,59,246,4488
RLSM,1,684,309,81,11,15,10,33,64,928,2865
RLSM,5,457,166,20,7,4,6,23,123,1170,3024
LSM,1,634,294,66,8,6,2,8,110,1014,2858
LSM,5,387,187,34,10,4,9,19,118,1103,3129
FQI,1,0,0,0,0,0,0,0,0,0,5000
FQI,5,179,70,11,5,4,5,20,97,358,4251
