algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,24.599396392923015,0.5876696109771729,0.25843381881713867,0.3292357921600342,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,23.828736012352635,0.5920183658599854,0.2574336528778076,0.33458471298217773,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,34.30060546484266,0.7043020725250244,0.38482022285461426,0.31948184967041016,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,32.920190417125866,0.7180266380310059,0.38833022117614746,0.3296964168548584,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,52.46722924260038,1.8745567798614502,1.5389907360076904,0.33556604385375977,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,52.26069670096458,1.8603544235229492,1.5268006324768066,0.3335537910461426,,,,,,central,

