algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,use_var,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,rate,alpha,sigma,beta,lam,x0,y0,dist_par,f_level,f_amp,f_period,num_swings,exercise_dates,price_upper_bound
SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,1736.2410433274392,30.165976524353027,2.537886381149292,27.628090143203735,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,0.8,100.0,0.5,1.0,10,,

SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,1861.275923025827,30.302649974822998,2.689561367034912,27.613088607788086,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,1.0,100.0,0.5,1.0,10,,

SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,2020.7313042379164,30.343687772750854,2.556567668914795,27.78712010383606,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,1.2,100.0,0.5,1.0,10,,

SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,2489.836995884203,30.295392990112305,2.632260799407959,27.663132190704346,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,1.4000000000000001,100.0,0.5,1.0,10,,

SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,2848.077726829249,30.293384552001953,2.6747565269470215,27.61862802505493,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,1.6,100.0,0.5,1.0,10,,

SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,17361.551015558383,30.297093391418457,2.6943295001983643,27.602763891220093,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,1.8,100.0,0.5,1.0,10,,

SwingRLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,30,100,1.0,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,False,9595.562670734396,30.30381441116333,2.5895845890045166,27.714229822158813,,,,,,central,0.02,7.0,1.4,200.0,4.0,0.0,0.0,2.0,100.0,0.5,1.0,10,,

