algorithm,num_dim,1,2,3,4,5,6,7,8,9,10
RLSM,10,0,1,1,4,7,15,35,85,274,4578
RLSM,10,0,1,2,6,10,15,31,72,562,4301
RLSM,10,0,1,5,40,61,118,149,299,1776,2551
RLSM,10,0,0,6,37,71,108,148,276,1859,2495
RLSM,10,0,0,13,35,51,107,179,312,1832,2471
RLSM,10,0,0,9,18,46,104,160,277,1867,2519
RLSM,10,0,2,16,33,52,93,164,319,1866,2455
RLSM,10,0,2,9,29,51,105,185,299,1847,2473
RLSM,10,0,2,11,26,61,99,161,271,1840,2529
RLSM,10,0,2,12,25,64,106,197,317,1788,2489
RLSM,10,0,0,8,31,74,95,169,307,1913,2403
RLSM,10,0,1,11,26,59,104,153,319,1839,2488
RLSM,50,0,0,1,6,18,49,110,217,1727,2872
RLSM,50,0,0,1,6,18,46,105,239,1690,2895
RLSM,50,0,0,1,5,19,31,90,199,1683,2972
RLSM,50,0,0,0,5,19,45,86,237,1730,2878
RLSM,50,0,0,0,4,33,53,112,227,1788,2783
RLSM,50,0,0,0,0,3,19,55,161,1686,3076
RLSM,50,0,0,0,3,10,16,93,183,1709,2986
RLSM,50,0,0,0,4,27,53,123,231,1695,2867
RLSM,50,0,0,0,4,19,44,100,216,1690,2927
RLSM,50,0,0,1,9,31,53,123,248,1733,2802
RLSM,50,0,0,0,6,24,80,134,264,1679,2813
RLSM,50,0,0,1,7,24,49,125,249,1730,2815
RLSM,50,0,0,1,2,22,63,123,250,1702,2837
RLSM,50,0,0,1,6,27,62,131,269,1738,2766
RLSM,50,0,0,0,10,24,70,130,261,1704,2801
RLSM,50,0,0,2,4,26,65,124,255,1695,2829
RLSM,50,0,0,1,9,21,70,120,235,1733,2811
RLSM,50,0,0,1,11,31,61,123,243,1720,2810
RLSM,50,0,0,1,8,29,71,126,231,1796,2738
RLSM,50,0,0,1,9,27,62,115,273,1764,2749
LSM,5,0,0,7,5,8,77,101,57,914,3831
LSM,5,0,3,4,2,11,52,114,104,720,3990
LSM,5,3,0,2,3,1,16,23,105,749,4098
LSM,5,0,5,1,6,2,15,58,84,921,3908
LSM,5,1,0,2,6,18,38,39,105,885,3906
LSM,5,0,0,2,8,14,23,72,157,868,3856
LSM,5,0,1,1,4,23,22,35,162,814,3938
LSM,5,0,2,5,9,25,60,86,145,973,3695
LSM,5,0,2,9,2,12,52,65,131,1030,3697
LSM,5,4,5,2,16,17,22,70,76,876,3912
LSM,5,0,0,1,10,34,82,146,329,1846,2552
LSM,5,0,1,0,14,27,67,162,269,1888,2572
LSM,5,0,1,3,5,29,73,172,307,1933,2477
LSM,5,0,0,3,16,28,89,137,283,1899,2545
LSM,5,0,0,4,7,32,76,133,270,1895,2583
LSM,5,0,0,2,15,34,94,147,302,1752,2654
LSM,5,0,0,4,9,29,69,155,296,1866,2572
LSM,5,0,0,3,23,42,75,154,286,1835,2582
LSM,5,0,1,5,24,48,95,157,320,1895,2455
LSM,5,0,1,5,19,42,77,174,272,1894,2516
LSM,10,0,1,2,0,4,9,29,107,828,4020
LSM,10,0,2,7,6,6,23,59,192,621,4084
LSM,10,0,5,3,2,8,16,31,166,570,4199
LSM,10,1,0,2,3,7,15,42,96,735,4099
LSM,10,0,0,6,14,24,21,67,199,743,3926
LSM,10,0,1,4,3,14,16,89,74,638,4161
LSM,10,0,1,2,3,17,51,48,86,694,4098
LSM,10,0,0,0,2,6,10,26,77,691,4188
LSM,10,0,0,6,2,19,39,49,107,846,3932
LSM,10,0,0,2,1,6,26,52,152,720,4041
LSM,10,0,1,7,16,33,66,136,300,1845,2596
LSM,10,0,2,7,13,41,71,147,319,1830,2570
LSM,10,0,1,4,9,27,71,121,267,1751,2749
LSM,10,0,1,3,13,20,67,110,316,1837,2633
LSM,10,0,0,0,15,23,67,135,303,1788,2669
LSM,10,0,0,2,11,24,74,140,307,1775,2667
LSM,10,0,0,5,11,48,76,135,309,1743,2673
LSM,10,0,0,1,16,38,76,128,278,1729,2734
LSM,10,0,0,3,15,35,58,141,285,1779,2684
LSM,10,0,0,4,11,36,70,128,267,1814,2670
LSM,50,0,5,14,17,45,61,145,366,1372,2975
LSM,50,2,14,13,24,24,54,126,297,1221,3225
LSM,50,1,5,9,18,34,86,144,291,1372,3040
LSM,50,0,6,10,35,24,74,129,339,1295,3088
LSM,50,0,1,16,21,35,64,163,289,1306,3105
LSM,50,3,6,10,23,41,77,142,275,1356,3067
LSM,50,0,4,11,21,36,104,130,338,1287,3069
LSM,50,0,5,8,21,36,56,130,316,1322,3106
LSM,50,0,4,12,24,31,58,120,289,1358,3104
LSM,50,0,3,13,30,36,59,135,356,1372,2996
LSM,50,0,3,7,17,47,94,131,342,1780,2579
LSM,50,0,0,7,12,49,76,147,308,1868,2533
LSM,50,0,2,14,21,38,97,150,308,1827,2543
LSM,50,0,0,10,17,48,93,160,307,1766,2599
LSM,50,1,3,3,17,39,67,155,302,1707,2706
LSM,50,0,3,4,12,33,74,159,330,1823,2562
LSM,50,0,1,6,21,49,85,173,330,1716,2619
LSM,50,0,0,15,19,51,81,177,316,1761,2580
LSM,50,0,2,5,25,41,70,127,278,1793,2659
LSM,50,0,2,7,20,36,69,158,273,1827,2608
FQI,5,0,0,0,0,0,0,0,0,0,5000
FQI,5,0,0,0,0,0,0,23,80,153,4744
FQI,5,0,0,0,0,0,0,0,1,1,4998
FQI,5,0,0,0,0,0,0,0,0,0,5000
FQI,5,0,0,0,0,0,4,24,166,389,4417
FQI,5,0,0,0,0,0,2,16,35,95,4852
FQI,5,0,0,0,0,1,11,64,295,579,4050
FQI,5,0,0,0,0,0,0,0,0,0,5000
FQI,5,0,0,0,0,0,12,71,245,553,4119
FQI,5,0,0,0,0,3,8,69,204,447,4269
FQI,5,0,0,0,0,0,3,6,22,21,4948
FQI,5,0,0,0,0,0,2,13,23,34,4928
FQI,5,0,0,0,0,2,8,12,19,48,4911
FQI,5,0,0,0,0,0,0,7,14,33,4946
FQI,5,0,0,0,0,0,1,16,58,110,4815
FQI,5,0,0,0,0,0,4,7,27,59,4903
FQI,5,0,0,0,0,0,3,7,14,27,4949
FQI,5,0,0,0,0,0,1,10,24,57,4908
FQI,5,0,0,0,0,2,4,5,21,37,4931
FQI,5,0,0,0,0,0,0,0,8,52,4940
FQI,10,0,0,0,0,1,3,13,22,42,4919
FQI,10,0,0,0,0,0,1,11,25,65,4898
FQI,10,0,0,0,0,3,9,28,143,335,4482
FQI,10,0,0,0,0,0,0,1,2,2,4995
FQI,10,0,0,0,0,0,3,2,10,9,4976
FQI,10,0,0,0,0,0,0,5,18,42,4935
FQI,10,0,0,0,0,0,0,0,0,0,5000
FQI,10,0,0,0,1,3,11,48,151,300,4486
FQI,10,0,0,0,0,0,8,12,46,98,4836
FQI,10,0,0,0,0,3,16,79,187,422,4293
FQI,10,0,0,0,1,1,13,28,46,83,4828
FQI,10,0,0,0,0,1,4,30,62,80,4823
FQI,10,0,0,0,1,0,9,7,15,21,4947
FQI,10,0,0,0,0,0,1,4,6,7,4982
FQI,10,0,0,0,0,4,14,41,70,82,4789
FQI,10,0,0,0,1,4,11,32,46,56,4850
FQI,10,0,0,0,0,1,4,18,34,39,4904
FQI,10,0,0,0,0,2,7,15,40,54,4882
FQI,10,0,0,0,0,1,3,6,8,14,4968
FQI,10,0,0,0,0,1,1,3,5,7,4983
FQI,50,0,0,0,3,27,29,49,60,65,4767
FQI,50,0,0,0,3,21,48,59,70,58,4741
FQI,50,0,0,2,8,28,39,77,86,93,4667
FQI,50,0,0,0,2,22,28,52,46,49,4801
FQI,50,0,0,1,20,33,57,82,108,106,4593
FQI,50,0,1,5,36,63,89,123,124,140,4419
FQI,50,0,0,0,0,2,8,13,20,18,4939
FQI,50,0,0,0,6,9,26,47,56,54,4802
FQI,50,0,0,0,1,6,24,35,41,56,4837
FQI,50,0,0,0,6,17,26,53,54,46,4798
FQI,50,0,0,0,5,10,27,44,59,53,4802
FQI,50,0,0,0,6,30,48,69,83,57,4707
FQI,50,0,0,1,7,13,25,35,40,29,4850
FQI,50,0,0,0,5,12,25,39,40,51,4828
FQI,50,0,0,0,12,34,42,60,69,73,4710
FQI,50,0,0,0,3,14,35,53,51,58,4786
FQI,50,0,0,0,3,7,23,24,29,37,4877
FQI,50,0,0,0,4,11,32,54,47,58,4794
FQI,50,0,0,1,4,14,32,44,75,63,4767
FQI,50,0,0,1,6,17,33,30,53,48,4812
