algorithm,num_dim,model_name,strike,spot,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365
SwingLSM,5,ElectricityMarketModel,1.0,100,297,944,1828,2625,3414,4041,4531,5074,5416,5637,5911,6110,6248,6423,6496,6666,6760,6810,6842,6953,6922,6950,6986,6983,7023,7011,7012,6981,6876,6849,6765,6731,6743,6708,6657,6581,6527,6444,6361,6262,6215,6129,6032,5883,5779,5711,5501,5420,5253,5184,5012,4953,4712,4607,4550,4437,4272,4128,4032,3903,3770,3542,3408,3342,3216,3045,2940,2792,2767,2654,2519,2372,2340,2195,2104,2053,1965,1846,1723,1683,1616,1546,1455,1401,1316,1195,1146,1073,1005,977,912,834,848,787,758,704,678,656,583,563,541,500,478,466,445,411,404,389,367,338,347,312,288,293,263,250,225,236,253,232,207,209,185,184,164,160,157,138,136,126,125,107,107,116,110,110,105,103,83,90,89,89,86,87,71,78,70,67,69,56,60,60,55,65,63,55,72,70,54,52,56,46,53,54,47,52,54,56,58,35,44,38,42,43,38,47,44,50,51,38,38,50,38,43,50,54,49,40,46,49,39,38,35,27,42,33,43,37,31,46,49,62,39,52,53,64,55,58,66,69,62,65,61,84,75,77,63,65,72,87,93,84,85,83,83,80,93,98,92,96,114,94,98,131,126,124,128,159,156,158,155,166,192,189,188,197,190,223,251,261,275,280,297,327,350,336,364,387,428,426,463,500,506,548,562,599,542,638,703,714,761,785,876,924,940,989,991,1145,1202,1294,1365,1470,1587,1684,1766,1876,1976,2117,2304,2392,2556,2703,2864,3008,3178,3347,3514,3727,3886,3992,4180,4336,4542,4787,4976,5147,5354,5470,5621,5837,5956,6150,6276,6363,6555,6702,6867,7058,7175,7278,7377,7521,7581,7675,7789,7883,8009,8072,8159,8197,8268,8335,8383,8474,8521,8563,8557,8648,8752,8790,8815,8823,8876,8901,8917,8951,8949,8957,8963,9006,8986,8971,8973,8949,8934,8945,8923,8895,8897,8854,8852,8840,8816,8795,8757
SwingLSM,10,ElectricityMarketModel,1.0,100,341,557,864,1184,1733,2335,2931,3419,3884,4306,4746,5044,5361,5610,5788,5917,6168,6337,6403,6512,6572,6644,6782,6826,6785,6886,6840,6860,6874,6871,6894,6728,6783,6773,6676,6695,6578,6551,6481,6396,6355,6255,6188,6044,5937,5834,5757,5538,5479,5380,5274,5142,4978,4903,4675,4609,4477,4300,4128,4008,3852,3739,3578,3449,3370,3282,3113,2926,2807,2658,2570,2437,2320,2203,2122,2003,1885,1830,1708,1628,1572,1487,1376,1313,1255,1191,1149,1072,992,939,886,818,784,743,726,682,663,613,594,549,507,478,460,440,392,380,387,365,348,326,314,285,271,261,274,253,256,248,206,198,206,184,169,165,156,157,159,156,131,156,136,130,117,123,135,112,101,95,86,84,86,95,83,66,82,73,60,70,85,83,68,82,70,78,69,63,55,68,45,58,63,54,61,56,56,51,53,51,54,55,59,52,51,60,46,50,50,41,46,53,40,47,50,63,43,46,43,53,49,48,63,66,50,54,56,51,59,62,63,52,60,63,58,69,55,55,52,55,63,73,61,79,71,72,71,70,67,71,70,76,86,78,90,91,85,75,88,95,92,96,92,124,135,140,154,144,140,131,158,156,162,192,176,175,189,218,218,218,241,260,264,281,292,330,341,343,314,368,395,409,463,460,500,568,602,610,640,662,721,720,838,841,908,952,959,1017,1096,1168,1233,1302,1342,1527,1639,1692,1862,1972,2095,2298,2456,2490,2671,2761,2922,3140,3307,3428,3653,3842,4014,4215,4381,4569,4724,4925,5149,5346,5547,5775,5932,6108,6281,6404,6557,6749,6858,7002,7193,7290,7439,7562,7662,7754,7896,7984,8072,8150,8254,8346,8402,8467,8501,8553,8632,8677,8753,8804,8834,8844,8873,8926,8916,8950,8978,9016,9044,9043,9063,9054,9096,9087,9105,9154,9130,9119,9109,9121,9114,9113,9078,9048,9029,9022,9002,8945,8910
