algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,rate,alpha,sigma,beta,lam,x0,y0,dist_par,f_level,f_amp,f_period,price_upper_bound
NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,80,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,148.11568292651165,10.897732257843018,3.039853096008301,7.857879161834717,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,80,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,149.39928309233878,10.917581796646118,3.082637071609497,7.834944725036621,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,80,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,147.77659154148955,10.859086036682129,3.075404405593872,7.783681631088257,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,80,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,147.31617460810918,10.86760926246643,3.080622911453247,7.786986351013184,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,80,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,148.65221347515305,10.925090789794922,3.099011182785034,7.826079607009888,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,120,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,109.15289441121337,5.249792575836182,3.0985522270202637,2.151240348815918,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

NLSM,ElectricityMarketModel,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,10,100,120,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,108.02078389407457,5.221745491027832,3.029970169067383,2.191775321960449,,,,,,central,0.0,7.0,1.4,200.0,4.0,0.0,0.0,0.4,100.0,0.5,1.0,

