algorithm,num_dim,1,2,3,4,5,6,7,8,9,10
RLSM,50,0,0,0,0,0,1,0,0,3,1
LSM,5,1,0,0,0,0,0,0,1,2,1
LSM,5,1,0,0,0,0,0,0,1,1,2
LSM,5,0,0,1,0,0,0,1,0,0,3
LSM,5,0,0,1,0,0,0,0,0,1,3
LSM,5,0,1,0,0,0,0,0,1,1,2
LSM,5,0,0,0,1,0,0,0,0,3,1
LSM,5,0,0,0,0,1,0,0,0,2,2
LSM,5,1,0,0,0,0,1,0,0,0,3
LSM,5,0,0,0,1,0,0,0,0,4,0
LSM,5,0,0,0,0,0,0,0,2,2,1
LSM,10,1,0,0,0,0,0,0,0,2,2
LSM,10,0,0,0,0,0,0,0,1,3,1
LSM,10,0,0,1,0,0,0,0,0,2,2
LSM,10,0,0,0,0,0,0,0,0,4,1
LSM,10,0,0,0,0,0,0,0,0,4,1
LSM,10,2,0,0,0,0,0,0,0,3,0
LSM,10,0,0,0,0,0,0,0,0,2,3
LSM,10,0,1,0,0,2,0,0,0,0,2
LSM,10,0,0,0,0,2,0,0,0,0,3
LSM,10,1,2,0,0,0,0,0,0,1,1
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
LSM,50,0,0,0,0,0,0,0,0,5,0
FQI,5,1,0,2,0,2,0,0,0,0,0
FQI,5,1,3,1,0,0,0,0,0,0,0
FQI,5,4,1,0,0,0,0,0,0,0,0
FQI,5,3,0,2,0,0,0,0,0,0,0
FQI,5,0,1,1,2,1,0,0,0,0,0
FQI,5,2,2,0,0,0,0,0,1,0,0
FQI,5,2,1,0,0,0,0,0,1,1,0
FQI,5,2,0,1,0,1,0,0,0,1,0
FQI,5,5,0,0,0,0,0,0,0,0,0
FQI,5,0,0,0,0,0,1,1,2,1,0
FQI,10,2,0,0,1,1,1,0,0,0,0
FQI,10,3,0,1,0,0,1,0,0,0,0
FQI,10,1,3,1,0,0,0,0,0,0,0
FQI,10,4,0,0,1,0,0,0,0,0,0
FQI,10,1,2,0,2,0,0,0,0,0,0
FQI,10,3,0,1,0,0,0,1,0,0,0
FQI,10,5,0,0,0,0,0,0,0,0,0
FQI,10,3,1,1,0,0,0,0,0,0,0
FQI,10,3,0,0,1,0,1,0,0,0,0
FQI,10,4,1,0,0,0,0,0,0,0,0
FQI,50,4,1,0,0,0,0,0,0,0,0
FQI,50,2,1,1,1,0,0,0,0,0,0
FQI,50,2,1,0,0,2,0,0,0,0,0
FQI,50,2,1,1,0,0,0,0,0,1,0
FQI,50,2,0,3,0,0,0,0,0,0,0
FQI,50,3,0,2,0,0,0,0,0,0,0
FQI,50,4,0,1,0,0,0,0,0,0,0
FQI,50,2,2,0,0,0,1,0,0,0,0
FQI,50,2,0,0,2,0,0,0,0,0,1
FQI,50,4,1,0,0,0,0,0,0,0,0
