algorithm,num_dim,1,2,3,4,5,6,7,8,9,10
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,1,4999,0
NLSM,5,0,0,0,0,0,0,0,2,4998,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,5,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,10,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
NLSM,50,0,0,0,0,0,0,0,0,5000,0
RFQI,5,4,2,3,2,1,0,1,2,4,4981
RFQI,5,136,50,5,1,4,1,4,60,215,4524
RFQI,5,0,0,0,0,0,0,0,0,1,4999
RFQI,5,192,64,7,4,3,4,11,81,330,4304
RFQI,5,22,5,0,2,2,1,2,9,42,4915
RFQI,5,154,47,9,7,1,6,7,59,264,4446
RFQI,5,102,24,12,6,2,4,10,42,185,4613
RFQI,5,254,56,15,2,4,4,22,113,477,4053
RFQI,5,171,52,9,5,4,8,17,66,305,4363
RFQI,5,126,36,7,5,4,3,5,50,249,4515
RFQI,5,155,38,9,5,3,2,11,49,266,4462
RFQI,5,2,6,1,0,0,1,0,1,3,4986
RFQI,5,153,50,9,6,2,5,12,56,290,4417
RFQI,5,161,49,12,5,6,4,8,51,231,4473
RFQI,5,0,0,1,0,0,0,0,0,1,4998
RFQI,5,25,10,5,1,2,1,5,10,45,4896
RFQI,5,65,24,7,3,3,6,9,20,115,4748
RFQI,5,23,12,4,0,3,3,3,11,38,4903
RFQI,5,81,27,8,0,2,3,3,27,133,4716
RFQI,5,1,1,0,0,0,0,1,1,1,4995
RFQI,10,130,61,9,3,9,5,19,66,305,4393
RFQI,10,150,63,18,2,5,11,20,89,326,4316
RFQI,10,163,47,16,5,6,6,17,81,309,4350
RFQI,10,146,83,18,11,1,8,18,74,298,4343
RFQI,10,174,59,10,2,5,8,19,83,300,4340
RFQI,10,168,65,23,11,4,8,22,64,323,4312
RFQI,10,175,57,18,6,2,5,13,78,336,4310
RFQI,10,150,83,16,6,4,8,17,80,350,4286
RFQI,10,159,51,15,4,5,7,14,83,309,4353
RFQI,10,131,67,8,6,5,4,16,82,322,4359
RFQI,10,149,52,8,4,3,2,18,63,293,4408
RFQI,10,170,64,11,3,3,5,16,88,352,4288
