algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
NLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,33.62217370242836,6.99043607711792,0.325575590133667,6.664860486984253,,,,,,central,

NLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,31.944531124451775,25.693114519119263,0.35722804069519043,25.335886478424072,,,,,,central,

NLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,52.208734697852165,17.742515087127686,4.694250106811523,13.048264980316162,,,,,,central,

NLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,51.116171493112084,17.200243711471558,4.641111850738525,12.559131860733032,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,18.26142608432054,7.653753042221069,1.6229169368743896,6.03083610534668,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,25.189801000065106,6.030989170074463,0.27727198600769043,5.7537171840667725,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,12.153159248093962,6.027198076248169,0.4703545570373535,5.556843519210815,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,33.92186473807355,9.417582273483276,0.41687607765197754,9.000706195831299,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,54.707083353190754,17.065711975097656,6.562364339828491,10.503347635269165,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,54.241245015778624,17.213262796401978,6.378854513168335,10.834408283233643,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,24.75007091377438,2.984876871109009,1.3527984619140625,1.6320784091949463,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,23.519803356516896,1.3860392570495605,0.8138718605041504,0.5721673965454102,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,34.36935832447542,1.2660107612609863,0.7143206596374512,0.5516901016235352,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,32.75218036529326,1.150639295578003,0.5560336112976074,0.5946056842803955,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,52.44050674872429,6.4720001220703125,4.8604207038879395,1.611579418182373,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,52.39049973424687,6.657172679901123,4.978156328201294,1.679016351699829,,,,,,central,

LSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,24.88664722344678,1.6539924144744873,0.3304414749145508,1.3235509395599365,,,,,,central,

LSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.586398996177625,1.4511218070983887,0.45493626594543457,0.9961855411529541,,,,,,central,

LSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,34.260654518661205,6.933261394500732,1.7416129112243652,5.191648483276367,,,,,,central,

LSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,33.66945213503346,5.521772861480713,1.4142751693725586,4.107497692108154,,,,,,central,

LSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,53.65546482469121,107.63240385055542,3.9323995113372803,103.70000433921814,,,,,,central,

LSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,52.96563389668362,103.32271766662598,3.442268133163452,99.88044953346252,,,,,,central,

FQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,25.189469298545323,25.4225971698761,0.40149641036987305,25.021100759506226,,,,,,central,

FQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,25.181560680203315,21.01087212562561,0.4081754684448242,20.602696657180786,,,,,,central,

FQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,34.26083128683709,79.90539574623108,0.7375142574310303,79.16788148880005,,,,,,central,

FQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,10,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,34.42664409297633,76.49442648887634,0.7258422374725342,75.76858425140381,,,,,,central,

FQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,54.3588945094301,692.3584854602814,3.7187538146972656,688.6397316455841,,,,,,central,

FQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,50,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,54.031690277127105,570.1405305862427,2.984044075012207,567.1564865112305,,,,,,central,

