algorithm,num_dim,model_name,strike,spot,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365
SwingLSM,5,ElectricityMarketModel,1.0,100,72,93,95,113,108,130,125,121,165,154,185,219,257,255,238,245,304,302,346,331,295,311,346,327,346,300,296,294,280,285,272,279,294,267,277,281,238,231,233,247,269,250,231,241,207,177,199,192,192,176,166,210,172,163,146,153,152,164,127,120,133,122,126,98,109,99,83,90,99,94,87,77,70,87,82,80,81,91,52,46,59,60,64,59,53,49,59,54,42,52,40,39,41,27,37,42,39,27,30,27,20,20,36,25,28,26,35,33,19,26,27,26,28,13,15,20,19,12,17,24,21,17,22,18,17,13,17,17,8,11,13,13,7,17,11,8,6,14,15,9,9,8,8,7,7,5,12,2,13,10,3,7,12,5,6,9,5,10,10,3,9,8,7,10,8,6,8,9,4,11,2,5,12,7,9,10,6,10,3,0,4,5,3,7,8,7,7,1,3,4,5,11,7,6,3,8,7,7,9,13,10,8,3,1,6,10,5,2,10,6,5,9,9,9,7,4,4,5,8,13,11,13,10,6,11,9,8,11,14,16,12,16,15,9,13,13,7,12,9,8,17,11,11,9,17,21,17,11,15,17,20,16,19,17,21,15,26,24,22,35,20,22,30,22,24,34,43,35,33,44,30,41,46,54,31,43,76,48,43,52,51,57,59,60,75,67,88,80,72,92,83,71,75,99,90,89,97,126,111,111,127,101,130,122,148,130,133,158,175,153,160,171,170,192,226,215,176,217,229,246,278,219,240,259,235,219,234,303,297,304,292,302,322,347,284,420,402,400,370,410,454,479,426,417,498,456,526,477,529,601,544,618,650,643,650,628,632,647,619,653,841,1147,1606,2239,3229
SwingLSM,5,ElectricityMarketModel,1.0,100,98,153,151,166,214,215,268,360,449,463,540,592,659,742,845,913,963,1042,1056,1123,1158,1206,1249,1303,1318,1317,1295,1292,1329,1263,1276,1225,1284,1307,1227,1154,1156,1114,1100,1067,1044,1024,1000,959,931,916,935,891,821,832,819,781,731,678,689,660,606,580,575,547,525,511,483,423,397,379,364,368,346,361,338,325,290,296,242,241,233,251,241,224,229,223,197,196,150,160,163,161,151,145,134,121,117,106,99,94,77,72,70,65,73,66,60,65,49,53,58,43,46,55,42,47,41,48,38,43,41,31,32,34,38,37,38,35,31,25,30,27,29,29,18,16,11,17,19,27,18,16,11,16,26,19,21,21,18,15,17,15,14,14,12,9,6,11,14,11,11,14,10,11,13,14,13,15,9,16,11,12,10,6,9,10,13,6,12,7,12,15,6,10,7,14,8,13,10,3,8,10,8,14,11,12,10,7,7,9,10,9,4,12,10,8,7,14,15,19,15,7,10,14,17,11,19,23,15,18,15,11,7,13,19,20,20,12,14,14,17,18,17,13,17,21,27,30,21,27,35,25,19,29,22,20,29,31,26,31,32,32,39,49,53,38,27,43,33,42,37,49,56,55,61,57,58,57,68,66,82,77,71,83,73,86,111,108,96,102,114,123,129,143,128,131,168,151,157,218,230,239,278,285,286,291,286,315,309,348,337,391,411,491,448,500,524,502,530,497,588,610,616,681,630,694,760,732,757,861,856,857,895,1010,943,1050,1059,1125,1086,1187,1292,1317,1413,1363,1406,1499,1495,1551,1577,1662,1791,1770,1838,1921,1990,1988,1993,2008,2151,2253,2447,2683,2884,3089,3295,3453,3516,3772,3910,4019,4079,4241,4313,4427,4480,4558,4619,4763,5148
SwingRLSM,5,ElectricityMarketModel,1.0,100,96,101,97,104,115,98,105,137,131,135,172,202,227,270,269,284,269,273,263,255,286,294,302,320,274,241,309,302,274,276,240,257,265,277,260,262,249,248,213,242,254,244,232,214,218,191,185,168,156,176,157,166,159,159,162,147,143,130,124,132,126,141,107,128,115,104,83,88,78,90,88,100,87,80,78,55,81,59,60,61,56,43,63,52,65,51,55,54,50,60,49,54,40,35,33,33,27,39,29,31,28,29,32,34,32,33,24,17,18,27,18,21,25,27,22,25,21,17,18,20,19,18,20,12,20,22,12,13,23,18,14,10,16,19,17,12,8,10,13,11,10,11,13,17,12,5,11,7,14,5,7,6,10,7,5,3,7,7,6,8,2,12,9,5,4,12,5,15,9,4,8,7,10,1,6,2,10,5,6,6,6,8,7,5,2,10,8,4,1,5,16,6,5,5,9,5,10,5,4,6,7,8,11,10,9,6,8,4,2,11,7,10,6,6,7,5,7,5,9,6,11,8,8,9,7,8,11,10,9,8,15,9,11,10,10,13,15,11,10,17,8,13,18,10,13,14,6,10,16,12,16,22,16,21,24,20,21,32,24,21,22,23,22,30,30,27,22,31,25,28,23,28,26,43,31,41,40,39,48,41,43,49,60,63,66,65,61,69,77,70,77,90,87,86,87,94,95,103,110,92,93,93,92,86,107,99,131,139,172,168,196,151,171,183,176,194,195,192,204,198,228,281,260,292,279,302,328,304,317,329,345,320,328,328,428,361,421,442,406,488,439,490,493,494,521,549,538,502,511,542,587,575,638,627,643,664,626,712,678,700,990,1313,1770,2198,3048
SwingRLSM,5,ElectricityMarketModel,1.0,100,98,142,160,164,181,226,284,318,337,401,497,587,674,749,800,874,899,965,1055,1064,1057,1131,1183,1242,1225,1290,1303,1341,1304,1323,1315,1311,1271,1263,1211,1225,1232,1207,1127,1070,1068,1007,982,970,952,918,865,846,825,786,779,744,672,680,654,629,566,547,504,484,495,463,443,440,415,392,362,365,340,331,312,293,292,292,269,276,262,198,201,204,182,176,201,164,146,136,132,128,129,123,138,115,102,98,102,92,84,82,79,81,83,85,77,64,68,55,52,66,67,54,55,44,37,40,35,30,36,37,34,27,26,33,26,41,32,30,21,18,17,22,15,18,19,13,14,17,20,22,20,21,12,15,10,12,14,12,14,12,14,8,10,9,12,9,9,13,16,11,13,12,16,9,10,12,8,10,9,5,10,9,14,5,10,12,13,7,13,11,12,9,9,7,13,9,13,5,4,8,8,6,15,12,13,12,11,10,10,12,11,18,14,5,6,12,18,12,13,13,9,13,15,13,10,6,9,14,16,18,15,15,11,16,15,15,13,14,14,19,17,20,20,15,17,19,24,16,21,13,19,28,33,22,28,29,28,27,31,33,30,25,36,38,39,45,50,41,51,53,60,51,52,69,65,69,77,66,61,72,87,90,98,104,106,102,106,106,127,135,132,156,144,138,151,165,164,182,218,202,218,220,265,265,279,254,292,303,338,336,341,379,400,453,473,533,524,531,562,575,615,639,694,703,699,753,764,806,836,842,887,906,922,986,1125,1149,1141,1143,1228,1204,1247,1302,1371,1454,1478,1522,1548,1620,1655,1669,1651,1758,1835,1885,1985,2021,2134,2355,2559,2867,3031,3282,3441,3627,3786,3962,4089,4203,4346,4408,4530,4614,4691,4787,4896,4978,5387
SwingRLSM,5,ElectricityMarketModel,1.0,100,316,984,1799,2649,3441,4076,4556,5006,5351,5624,5895,6123,6334,6464,6612,6621,6763,6888,6870,6921,6895,6962,6900,6954,6972,6981,6991,6962,6885,6882,6781,6764,6702,6630,6574,6523,6474,6421,6297,6275,6152,6110,5969,5909,5804,5720,5559,5395,5319,5233,5031,4924,4812,4638,4511,4354,4245,4096,3955,3860,3714,3646,3454,3284,3205,3064,2955,2822,2723,2636,2515,2393,2305,2231,2078,2030,1914,1784,1707,1618,1567,1468,1414,1299,1275,1185,1094,1070,997,966,920,857,785,767,704,692,672,643,603,563,551,506,450,417,376,394,368,353,359,347,312,286,282,248,259,218,223,214,206,172,185,189,163,174,173,158,153,147,129,134,134,128,111,110,99,101,90,83,102,87,81,84,107,88,74,67,64,62,59,53,55,64,61,57,65,61,47,50,41,52,56,49,37,46,46,42,36,41,50,43,43,53,49,41,40,44,46,45,46,52,44,41,44,53,28,44,42,36,27,32,36,47,47,41,42,42,54,52,56,43,42,50,59,45,41,40,48,55,57,58,55,60,62,42,50,54,67,64,64,73,68,78,63,73,79,84,86,71,77,85,85,100,95,105,112,105,116,128,126,129,135,139,163,172,185,200,227,220,208,224,257,299,301,275,313,318,359,385,361,423,456,464,473,457,509,535,557,581,635,685,693,761,818,846,974,971,1054,1132,1207,1263,1350,1486,1560,1649,1743,1875,2005,2132,2243,2427,2545,2725,2853,3004,3179,3317,3503,3730,3849,4007,4112,4368,4531,4687,4833,4964,5175,5347,5584,5732,5891,6079,6299,6503,6597,6787,6989,7150,7196,7372,7509,7607,7726,7832,7938,7999,8085,8184,8253,8284,8342,8423,8488,8556,8591,8675,8671,8758,8823,8855,8896,8907,8918,8905,8933,8996,9007,9039,9040,9067,9067,9037,9032,9033,9046,8997,8994,8993,8985,8973,8929,8890,8892,8850,8839
